"timestamp","message"
"2019-02-26 12:25:21 GMT+0300","AU: 1/0 WR: 100 %. AD: 2/0 WR: 100 %. EAU: 1/0 WR: 100 %. EAD: 2/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/0 WR: 100 %. LAD: 2/0 WR: 100 %. LEAU: 1/0 WR: 100 %. LEAD: 2/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 0/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 2/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 0/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 2/0 WR: 100 %. ZD: 2/1 WR: 66 %. "
"2019-02-26 12:25:27 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly lower than entry spot at 5 minutes after contract start time. (ID: 30867776161)"
"2019-02-26 12:25:27 GMT+0300","Zigzag Down got the highest win rate of 0.6666666666666666 and purchased. Is direction up? false"
"2019-02-26 12:30:30 GMT+0300","Profit amount: 0.31"
"2019-02-26 12:30:31 GMT+0300","AU: 1/0 WR: 100 %. AD: 2/0 WR: 100 %. EAU: 1/0 WR: 100 %. EAD: 2/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/0 WR: 100 %. LAD: 2/0 WR: 100 %. LEAU: 1/0 WR: 100 %. LEAD: 2/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 0/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 2/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 0/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 2/0 WR: 100 %. ZD: 3/1 WR: 75 %. "
"2019-02-26 12:30:33 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly higher than entry spot at 5 minutes after contract start time. (ID: 30867881601)"
"2019-02-26 12:30:33 GMT+0300","Zigzag Up got the highest win rate of 1 and purchased. Is direction up? true"
"2019-02-26 12:35:35 GMT+0300","Loss amount: -0.35"
"2019-02-26 12:35:37 GMT+0300","AU: 1/0 WR: 100 %. AD: 2/0 WR: 100 %. EAU: 1/0 WR: 100 %. EAD: 2/0 WR: 100 %. TU: 0/0 WR: 100 %. TD: 0/0 WR: 100 %. LAU: 1/0 WR: 100 %. LAD: 2/0 WR: 100 %. LEAU: 1/0 WR: 100 %. LEAD: 2/0 WR: 100 %. LTU: 0/0 WR: 100 %. LTD: 1/0 WR: 100 %. CAU: 1/0 WR: 100 %. CAD: 1/0 WR: 100 %. CEAU: 1/0 WR: 100 %. CEAD: 1/0 WR: 100 %. CTU: 0/0 WR: 100 %. CTD: 0/0 WR: 100 %. CLAU: 1/0 WR: 100 %. CLAD: 2/0 WR: 100 %. CLEAU: 1/0 WR: 100 %. CLEAD: 2/0 WR: 100 %. CLTU: 0/0 WR: 100 %. CLTD: 1/0 WR: 100 %. STUBBU: 0/0 WR: 100 %. STLBBD: 0/0 WR: 100 %. RSIU: 0/0 WR: 100 %. RSID: 0/0 WR: 100 %. ZU: 2/1 WR: 66 %. ZD: 3/1 WR: 75 %. "
"2019-02-26 12:50:02 GMT+0300","Bought: Win payout if Volatility 10 Index is strictly lower than entry spot at 5 minutes after contract start time. (ID: 30868257461)"
