"id","timestamp","reference","contract_type","entry_tick","exit_tick","buy_price","sell_price","profit"
97,"2019-02-27 14:40:10 GMT+0300","30898115141","PUT","8278.976","8279.398","0.70","0.00","-0.70"
98,"2019-02-27 14:50:03 GMT+0300","30898334481","CALL","8278.806","8278.217","1.40","0.00","-1.40"
99,"2019-02-27 15:25:03 GMT+0300","30899094381","PUT","8269.953","8270.738","2.80","0.00","-2.80"
100,"2019-02-27 15:45:02 GMT+0300","30899510681","CALL","8260.228","8258.168","5.60","0.00","-5.60"
101,"2019-02-27 16:05:00 GMT+0300","30899973961","CALL","8260.108","8259.556","11.20","0.00","-11.20"
102,"2019-02-27 16:10:10 GMT+0300","30900094921","CALL","8259.449","8254.734","22.40","0.00","-22.40"
103,"2019-02-27 16:25:01 GMT+0300","30900465441","PUT","8256.721","8257.890",0.35,"0.00","-0.35"
104,"2019-02-27 16:40:02 GMT+0300","30900854021","PUT","8258.327","8259.481","0.70","0.00","-0.70"
105,"2019-02-27 17:00:02 GMT+0300","30901389041","PUT","8263.287","8261.666","1.40",2.72,"1.32"
106,"2019-02-27 17:10:00 GMT+0300","30901651681","CALL","8265.624","8267.036",0.35,0.66,"0.31"
107,"2019-02-27 17:25:01 GMT+0300","30902051181","PUT","8264.125","8266.870",0.35,"0.00","-0.35"
108,"2019-02-27 17:55:02 GMT+0300","30902828261","PUT","8272.251","8273.125","0.70","0.00","-0.70"
109,"2019-02-27 18:05:02 GMT+0300","30903079961","PUT","8272.084","8273.960","1.40","0.00","-1.40"
110,"2019-02-27 18:10:08 GMT+0300","30903214141","CALL","8274.148","8280.372","2.80",5.44,"2.64"
111,"2019-02-27 18:40:03 GMT+0300","30903909881","CALL","8278.742","8279.678",0.35,0.66,"0.31"
112,"2019-02-27 19:05:00 GMT+0300","30904441301","PUT","8277.528","8278.760",0.35,"0.00","-0.35"
113,"2019-02-27 19:10:06 GMT+0300","30904554301","CALL","8279.373","8280.370","0.70",1.36,"0.66"
114,"2019-02-27 19:25:02 GMT+0300","30904870201","PUT","8279.151","8278.255",0.35,0.66,"0.31"
